z,mass,mass_err,SFR,sSFR,Z_Mannucci,Z_Dopita,deltaZ,Z_R23,Z_NHa,q,surf_bright,HaHb,bdec_frac_err,logR23,logNHa,OIII/OII,NII/OII,OIII/SII,NII/SII,Hbeta_ratio,Hdelta_eqw,D4000,vdisp,A_v
0.079,10.849,0.186,0.779,-10.069,9.021,9.248,0.228,9.021,0.000,7.155,19.804,6.229,0.018,0.381,-0.331,-0.964,-0.197,-0.492,0.275,0.207,4.558,1.277,173.569,2.278
0.079,9.831,0.195,-0.443,-10.274,8.880,8.876,-0.004,8.924,8.835,7.236,20.836,3.421,0.024,0.518,-0.602,-0.659,-0.555,-0.215,-0.112,0.183,4.774,1.198,134.360,-0.641
0.178,10.925,0.207,0.331,-10.594,8.962,9.105,0.144,8.962,0.000,7.329,20.216,4.849,0.105,0.469,-0.366,-0.751,-0.291,-0.345,0.114,1.159,3.022,1.469,213.552,0.786
0.079,9.578,0.174,-0.299,-9.877,8.676,8.641,-0.034,8.649,8.703,7.243,20.711,3.662,0.027,0.774,-0.758,-0.425,-0.896,0.222,-0.250,0.348,7.882,1.132,102.851,1.715
0.078,10.291,0.192,-0.282,-10.574,8.939,9.135,0.197,8.914,8.963,7.066,20.435,4.690,0.051,0.531,-0.473,-0.898,-0.487,-0.235,0.177,0.704,4.816,1.270,151.535,1.034
0.079,10.438,0.198,-0.257,-10.696,9.066,9.275,0.209,9.066,0.000,7.318,20.468,5.218,0.070,0.307,-0.380,-0.817,-0.160,-0.269,0.388,0.576,3.858,1.526,97.444,0.689
0.182,11.167,0.217,0.538,-10.629,8.973,9.164,0.191,9.052,8.894,7.355,20.525,6.090,0.148,0.330,-0.539,-0.692,-0.350,-0.093,0.250,0.992,4.344,1.447,179.540,1.501
0.102,10.554,0.197,-0.008,-10.562,8.881,8.999,0.117,8.845,8.918,7.027,20.716,5.076,0.060,0.610,-0.515,-0.874,-0.589,-0.289,-0.003,0.406,8.017,1.326,138.591,0.851
0.131,10.576,0.176,0.206,-10.370,8.966,9.100,0.134,8.970,8.963,7.220,20.323,4.232,0.039,0.458,-0.473,-0.798,-0.383,-0.296,0.119,0.601,6.100,1.317,102.995,1.533
0.080,9.868,0.159,-0.452,-10.319,8.915,8.920,0.005,8.927,8.903,7.281,20.852,3.672,0.034,0.514,-0.531,-0.668,-0.481,-0.266,-0.079,0.401,6.861,1.210,114.445,0.389
0.125,10.400,0.221,-0.317,-10.717,9.004,9.083,0.079,9.019,8.989,7.369,20.910,3.608,0.061,0.384,-0.451,-0.714,-0.293,-0.333,0.089,0.524,4.290,1.331,91.506,0.674
0.104,11.010,0.209,0.056,-10.954,8.796,9.183,0.387,8.796,0.000,7.039,20.157,6.184,0.112,0.659,-0.369,-0.905,-0.522,-0.109,0.274,1.410,2.311,1.489,125.085,1.095
0.141,10.380,0.172,0.400,-9.980,8.958,9.019,0.061,8.950,8.967,7.644,20.368,4.091,0.026,0.485,-0.470,-0.489,-0.342,-0.083,0.064,0.409,6.070,1.244,137.509,1.150
0.078,9.988,0.156,-0.006,-9.994,8.953,9.005,0.052,8.958,8.949,7.509,19.961,3.985,0.021,0.474,-0.486,-0.551,-0.365,-0.153,0.033,0.461,7.248,1.234,61.847,1.339
0.163,10.328,0.189,0.365,-9.963,9.121,9.224,0.103,9.121,0.000,7.821,19.820,4.175,0.046,0.206,-0.353,-0.574,0.037,-0.332,0.279,0.782,3.458,1.346,111.221,0.686
0.104,10.287,0.192,-0.218,-10.505,8.981,9.095,0.114,8.977,8.985,7.288,20.528,3.979,0.049,0.447,-0.454,-0.751,-0.353,-0.283,0.115,0.581,5.718,1.298,102.172,0.820
0.079,9.304,0.407,0.205,-9.099,8.660,8.703,0.042,8.718,8.602,7.739,20.907,3.681,0.014,0.725,-0.883,-0.065,-0.821,0.621,-0.135,0.059,6.188,1.155,90.520,-0.286
0.079,9.975,0.204,0.059,-9.916,8.897,8.944,0.047,8.917,8.878,7.402,20.220,3.882,0.018,0.528,-0.556,-0.556,-0.493,-0.082,-0.018,0.202,4.203,1.270,88.950,-0.244
0.083,9.687,0.141,-0.681,-10.367,8.855,8.816,-0.040,8.871,8.840,7.244,20.883,3.323,0.035,0.582,-0.597,-0.618,-0.604,-0.175,-0.161,0.593,6.448,1.251,22.867,1.488
0.095,9.748,0.321,0.153,-9.595,8.629,8.473,-0.157,8.661,8.597,7.565,20.523,3.389,0.016,0.766,-0.890,-0.138,-0.903,0.393,-0.372,0.175,6.515,1.122,133.255,1.349
0.080,9.819,0.234,-0.447,-10.266,8.856,8.873,0.017,8.806,8.905,7.380,20.711,3.625,0.032,0.649,-0.529,-0.518,-0.572,-0.023,-0.077,0.422,3.786,1.255,73.026,1.088
0.082,9.987,0.199,-1.000,-10.987,9.064,9.138,0.074,9.141,8.987,6.793,21.467,4.419,0.137,0.165,-0.453,-1.439,-0.086,-1.435,-0.082,1.240,-1.814,1.451,0.000,0.155
0.081,9.770,0.162,-0.724,-10.494,8.863,8.848,-0.015,8.881,8.845,6.997,20.981,3.814,0.054,0.570,-0.591,-0.883,-0.634,-0.431,-0.182,0.625,4.289,1.307,67.995,1.030
0.082,9.947,0.187,-0.771,-10.718,9.011,8.982,-0.029,9.028,8.994,7.258,20.846,3.868,0.062,0.370,-0.446,-0.813,-0.286,-0.621,-0.094,0.731,2.395,1.395,79.663,0.612
0.079,9.951,0.168,-0.751,-10.702,9.029,9.125,0.096,9.105,8.953,7.174,20.730,3.649,0.051,0.236,-0.482,-0.942,-0.202,-0.677,0.063,0.506,5.128,1.375,35.491,0.429
0.154,10.717,0.200,0.222,-10.495,8.998,9.114,0.116,9.044,8.952,7.467,20.559,4.613,0.062,0.345,-0.484,-0.653,-0.258,-0.249,0.146,0.853,3.587,1.287,117.676,1.139
0.188,10.855,0.212,0.525,-10.330,9.088,9.245,0.158,9.144,9.031,7.420,20.455,4.151,0.041,0.159,-0.418,-0.773,-0.044,-0.446,0.283,0.458,4.565,1.264,105.017,1.142
0.082,10.060,0.189,0.059,-10.001,9.009,9.083,0.074,9.023,8.995,7.321,20.235,4.403,0.023,0.379,-0.446,-0.764,-0.279,-0.414,0.071,0.361,6.409,1.291,84.064,1.484
0.079,10.033,0.200,0.007,-10.026,8.998,9.097,0.099,8.976,9.021,7.344,19.985,4.026,0.019,0.449,-0.425,-0.721,-0.320,-0.284,0.117,0.408,6.626,1.272,56.360,1.946
0.090,10.692,0.189,-0.046,-10.738,9.004,9.073,0.069,8.961,9.046,7.209,20.211,5.205,0.053,0.470,-0.406,-0.838,-0.336,-0.451,0.051,0.635,4.296,1.472,111.801,1.260
0.079,10.823,0.188,0.158,-10.666,8.984,9.130,0.146,8.965,9.002,7.040,20.127,6.110,0.043,0.465,-0.440,-0.989,-0.392,-0.484,0.113,0.628,4.051,1.435,100.168,1.516
0.084,9.689,0.118,-0.566,-10.255,8.895,8.860,-0.034,8.914,8.875,7.377,21.020,3.716,0.042,0.531,-0.559,-0.572,-0.501,-0.194,-0.122,0.527,5.113,1.269,0.000,0.871
0.078,10.448,0.188,-0.208,-10.656,9.106,9.228,0.123,9.182,9.030,7.616,19.653,4.006,0.033,0.080,-0.419,-0.672,0.072,-0.503,0.241,0.593,4.479,1.337,90.463,0.280
0.082,10.265,0.203,-0.029,-10.294,9.035,9.144,0.109,9.035,0.000,7.461,20.231,5.432,0.045,0.358,-0.368,-0.705,-0.163,-0.390,0.152,0.679,3.093,1.469,65.841,1.113
0.080,9.777,0.228,-0.328,-10.105,8.985,9.061,0.076,9.000,8.970,7.124,20.851,3.993,0.032,0.413,-0.467,-0.915,-0.357,-0.542,0.017,0.412,5.260,1.234,48.970,1.246
0.080,9.584,0.164,-0.808,-10.392,8.788,8.700,-0.088,8.813,8.763,7.171,21.249,3.212,0.042,0.643,-0.685,-0.608,-0.749,-0.116,-0.257,0.505,4.534,1.312,53.767,1.689
0.082,10.362,0.181,-0.066,-10.428,9.008,9.106,0.099,9.067,8.949,7.253,20.020,4.661,0.034,0.305,-0.486,-0.838,-0.249,-0.512,0.078,0.620,4.914,1.376,111.698,0.408
0.137,11.043,0.192,0.265,-10.778,9.085,9.253,0.169,9.107,9.062,7.532,20.085,4.908,0.063,0.233,-0.396,-0.679,-0.076,-0.249,0.353,0.889,3.963,1.314,118.347,1.251
0.090,10.154,0.194,-0.302,-10.455,9.069,9.172,0.104,9.146,8.991,7.193,20.564,4.029,0.038,0.155,-0.449,-0.967,-0.069,-0.806,0.092,0.496,3.937,1.320,74.552,0.768
0.078,10.092,0.174,-0.666,-10.757,9.008,8.997,-0.011,9.066,8.950,7.157,20.562,3.939,0.060,0.307,-0.485,-0.930,-0.265,-0.776,-0.111,0.835,4.569,1.388,56.724,0.634
0.179,10.082,0.333,0.677,-9.405,8.907,8.969,0.062,8.891,8.922,7.539,20.464,3.651,0.027,0.559,-0.511,-0.472,-0.450,0.003,0.025,0.178,4.656,1.129,93.626,1.048
0.176,10.433,0.297,0.903,-9.530,8.932,9.000,0.068,8.897,8.967,7.661,20.458,3.889,0.019,0.552,-0.470,-0.446,-0.392,0.005,0.059,0.146,3.716,1.092,172.852,0.561
0.075,10.437,0.207,-0.210,-10.647,9.069,9.104,0.035,9.069,0.000,7.644,20.158,4.637,0.041,0.301,-0.385,-0.608,-0.110,-0.397,0.101,0.562,4.412,1.415,110.121,2.016
0.081,10.361,0.319,-0.253,-10.614,8.982,9.033,0.051,8.982,8.983,7.235,20.222,4.317,0.042,0.440,-0.456,-0.799,-0.354,-0.440,0.005,0.486,3.066,1.416,108.066,1.016
0.185,10.382,0.210,0.678,-9.705,9.075,9.264,0.189,9.075,0.000,7.072,21.032,5.266,0.054,0.292,-0.377,-1.061,-0.176,-0.622,0.264,0.440,5.326,1.183,41.606,1.125
0.083,10.374,0.197,-0.445,-10.818,9.161,9.225,0.064,9.161,0.000,7.424,20.284,4.073,0.054,0.123,-0.330,-0.806,0.125,-0.757,0.175,0.653,4.016,1.457,114.169,1.919
0.084,10.896,0.183,-0.066,-10.962,9.127,9.216,0.089,9.127,0.000,7.717,19.440,4.917,0.054,0.194,-0.365,-0.619,0.020,-0.385,0.254,1.141,2.216,1.498,112.739,0.944
0.085,10.095,0.302,-0.114,-10.209,9.030,9.183,0.153,9.092,8.969,7.272,20.055,4.408,0.040,0.260,-0.468,-0.846,-0.197,-0.462,0.187,0.693,5.748,1.268,83.120,1.193
0.122,10.648,0.182,-0.177,-10.824,9.003,9.156,0.153,8.977,9.029,7.608,20.224,4.791,0.147,0.447,-0.419,-0.550,-0.278,-0.016,0.256,1.455,-2.081,1.511,133.110,0.537
0.175,10.060,0.207,0.099,-9.961,8.874,8.890,0.017,8.809,8.938,7.408,21.228,3.548,0.057,0.647,-0.496,-0.518,-0.538,-0.044,-0.064,0.287,5.842,1.181,93.134,0.744
0.102,10.183,0.250,0.061,-10.122,9.000,9.097,0.097,8.992,9.007,7.233,20.287,4.077,0.030,0.426,-0.436,-0.820,-0.325,-0.405,0.090,0.416,5.884,1.189,0.000,1.516
0.080,9.904,0.170,-0.692,-10.596,8.997,9.074,0.077,9.060,8.935,7.325,20.733,3.609,0.050,0.318,-0.499,-0.771,-0.259,-0.463,0.050,0.538,4.823,1.234,65.083,0.985
0.071,10.244,0.162,-0.220,-10.463,8.964,9.076,0.112,8.863,9.065,7.083,20.297,4.675,0.037,0.591,-0.394,-0.899,-0.457,-0.370,0.072,0.545,5.111,1.264,101.482,1.364
0.275,11.064,0.363,1.139,-9.926,9.088,9.254,0.167,9.088,0.000,7.296,20.561,4.671,0.033,0.268,-0.376,-0.844,-0.130,-0.404,0.310,0.398,6.242,1.193,75.880,1.753
0.105,10.555,0.201,0.445,-10.109,8.996,9.136,0.140,9.037,8.956,7.126,20.144,4.597,0.023,0.356,-0.480,-0.936,-0.317,-0.502,0.117,0.348,5.396,1.149,122.684,1.868
0.076,10.010,0.177,-0.606,-10.617,9.017,9.179,0.162,9.052,8.981,7.501,20.631,4.076,0.056,0.330,-0.457,-0.637,-0.239,-0.137,0.261,0.647,4.262,1.259,70.193,1.019
0.090,10.617,0.190,-0.225,-10.843,9.084,9.168,0.084,9.084,0.000,7.566,20.244,4.813,0.070,0.274,-0.356,-0.664,-0.054,-0.438,0.172,0.960,2.691,1.429,109.717,1.513
0.097,10.370,0.311,0.749,-9.621,8.957,9.098,0.141,8.987,8.926,7.112,19.569,4.597,0.016,0.432,-0.508,-0.894,-0.414,-0.384,0.096,0.258,5.546,1.115,78.906,1.499
0.077,9.859,0.208,-0.295,-10.154,8.878,8.912,0.034,8.899,8.857,7.141,20.374,3.491,0.025,0.549,-0.578,-0.753,-0.578,-0.261,-0.086,0.355,4.741,1.148,89.375,1.107
0.122,10.678,0.191,0.056,-10.623,9.091,9.226,0.135,9.091,0.000,7.660,20.202,4.776,0.072,0.262,-0.338,-0.624,-0.036,-0.294,0.295,1.253,3.516,1.412,126.828,1.366
0.124,10.597,0.177,0.021,-10.576,9.066,9.194,0.128,9.089,9.043,7.354,20.245,4.257,0.058,0.266,-0.409,-0.813,-0.068,-0.569,0.177,0.742,3.348,1.360,92.700,0.767
0.143,10.611,0.193,0.007,-10.604,9.046,9.188,0.142,9.070,9.021,7.297,20.687,4.794,0.086,0.300,-0.425,-0.833,-0.164,-0.480,0.189,1.210,4.010,1.333,108.840,0.932
0.153,10.956,0.201,0.028,-10.927,9.040,9.221,0.181,9.080,9.000,7.457,20.282,5.060,0.158,0.281,-0.442,-0.707,-0.164,-0.243,0.300,1.593,2.258,1.485,157.766,0.877
0.105,10.783,0.260,0.183,-10.600,8.934,8.973,0.040,0.000,8.934,6.617,20.715,9.154,0.241,1.123,-0.501,-1.138,-1.127,0.023,0.033,2.617,-0.891,1.428,128.391,1.328
0.126,10.091,0.407,0.915,-9.176,8.517,8.597,0.080,8.497,8.538,7.724,20.257,3.421,0.011,0.853,-0.965,0.023,-0.976,0.785,-0.214,0.040,4.726,0.869,48.912,0.427
0.150,10.658,0.194,0.254,-10.404,8.996,9.212,0.216,8.986,9.005,6.752,20.631,5.363,0.083,0.434,-0.437,-1.364,-0.398,-0.826,0.140,0.339,6.225,1.307,98.147,0.840
0.102,10.229,0.191,-0.468,-10.696,8.914,8.944,0.029,8.853,8.976,7.188,20.551,3.949,0.076,0.602,-0.462,-0.744,-0.512,-0.295,-0.062,0.897,3.268,1.293,120.087,0.800
0.103,10.735,0.189,-0.229,-10.964,9.027,9.189,0.162,9.001,9.053,7.218,20.282,4.779,0.085,0.412,-0.402,-0.859,-0.282,-0.357,0.220,1.016,0.781,1.380,107.544,0.854
0.152,9.813,0.342,0.332,-9.480,8.899,8.995,0.096,8.911,8.887,7.262,21.129,3.894,0.028,0.536,-0.547,-0.662,-0.514,-0.121,0.027,0.185,5.586,1.143,53.902,1.462
0.084,10.394,0.187,0.080,-10.314,9.005,9.146,0.141,9.025,8.985,7.095,19.808,4.876,0.038,0.375,-0.454,-0.969,-0.320,-0.526,0.123,0.685,5.761,1.317,125.461,1.545
0.151,10.303,0.291,0.449,-9.854,9.037,9.174,0.137,9.013,9.062,7.401,20.792,4.191,0.029,0.394,-0.396,-0.717,-0.237,-0.258,0.223,0.247,4.802,1.160,103.831,1.124
0.200,10.736,0.201,0.859,-9.876,9.003,9.134,0.130,9.018,8.989,7.252,20.254,4.187,0.030,0.386,-0.451,-0.814,-0.295,-0.378,0.142,0.350,6.165,1.168,110.629,1.545
0.127,10.653,0.196,-0.101,-10.754,9.139,9.208,0.069,9.220,9.057,7.861,20.535,4.332,0.070,-0.009,-0.399,-0.604,0.158,-0.566,0.196,0.813,1.934,1.386,102.922,1.660
0.160,10.983,0.194,0.889,-10.093,8.979,9.256,0.277,8.980,8.979,6.819,20.075,6.157,0.063,0.443,-0.459,-1.267,-0.415,-0.592,0.261,0.589,5.231,1.377,158.185,1.477
0.075,9.918,0.328,0.201,-9.717,8.851,8.943,0.092,8.844,8.857,7.446,20.512,4.071,0.017,0.612,-0.578,-0.460,-0.570,0.133,0.023,0.126,5.415,1.180,78.090,1.729
0.070,10.157,0.185,-0.659,-10.816,9.072,9.120,0.048,9.088,9.056,7.421,20.027,3.605,0.042,0.267,-0.400,-0.752,-0.114,-0.553,0.086,0.739,3.759,1.350,53.618,0.288
0.102,10.215,0.179,0.054,-10.161,8.891,8.949,0.058,8.896,8.886,7.135,20.517,4.247,0.034,0.554,-0.547,-0.771,-0.561,-0.260,-0.050,0.421,6.843,1.222,107.232,1.693
0.071,9.634,0.119,-0.678,-10.313,8.771,8.749,-0.021,8.751,8.791,7.101,20.656,3.431,0.036,0.699,-0.652,-0.666,-0.785,-0.087,-0.206,0.634,7.372,1.205,0.000,1.242
0.080,10.105,0.205,-0.233,-10.338,9.059,9.130,0.071,9.128,8.989,7.369,20.313,4.010,0.035,0.191,-0.451,-0.796,-0.096,-0.618,0.082,0.467,6.635,1.238,83.814,0.734
0.106,10.486,0.204,0.571,-9.915,9.011,9.126,0.116,9.052,8.970,7.149,20.019,4.881,0.025,0.331,-0.467,-0.933,-0.276,-0.567,0.090,0.363,6.035,1.172,81.481,2.182
0.137,10.491,0.156,-0.241,-10.732,8.980,9.040,0.060,8.995,8.965,7.321,20.871,3.548,0.062,0.422,-0.471,-0.719,-0.356,-0.324,0.039,0.516,5.504,1.212,87.506,1.137
0.085,10.457,0.190,-0.370,-10.826,9.055,9.205,0.151,9.068,9.042,7.518,20.384,4.275,0.058,0.304,-0.410,-0.673,-0.140,-0.264,0.269,0.725,2.812,1.359,67.182,1.559
0.105,10.367,0.169,-0.252,-10.619,9.029,9.166,0.136,9.032,9.027,7.044,20.515,4.485,0.076,0.364,-0.421,-1.044,-0.292,-0.627,0.124,0.731,4.564,1.274,123.586,0.881
0.107,10.286,0.217,-0.090,-10.376,9.006,9.113,0.106,9.065,8.948,7.227,20.594,3.894,0.041,0.308,-0.487,-0.856,-0.269,-0.499,0.089,0.393,6.171,1.201,68.680,1.480
0.079,10.350,0.184,-0.353,-10.703,9.032,9.167,0.135,9.036,9.028,7.208,20.107,4.697,0.064,0.357,-0.420,-0.884,-0.251,-0.471,0.162,1.005,1.571,1.377,96.319,0.923
0.112,10.484,0.201,0.399,-10.085,9.012,9.141,0.129,9.022,9.002,7.221,20.368,5.281,0.041,0.380,-0.440,-0.849,-0.295,-0.411,0.143,0.467,5.705,1.179,123.833,1.806
0.129,10.672,0.167,0.065,-10.607,8.943,9.151,0.208,8.943,0.000,7.312,20.045,4.503,0.059,0.495,-0.369,-0.754,-0.312,-0.248,0.194,1.082,3.401,1.297,89.499,0.771
0.110,10.083,0.362,0.590,-9.493,8.834,8.947,0.114,8.803,8.864,7.475,20.030,3.903,0.017,0.652,-0.571,-0.420,-0.590,0.212,0.042,0.190,6.041,1.074,79.325,1.544
0.158,10.817,0.204,0.406,-10.411,9.062,9.295,0.233,9.062,0.000,7.166,20.986,5.487,0.077,0.314,-0.370,-0.955,-0.188,-0.373,0.394,0.443,0.624,1.283,117.980,1.402
0.126,10.615,0.195,-0.320,-10.935,8.998,9.141,0.144,8.985,9.010,7.064,20.823,4.570,0.120,0.435,-0.434,-0.985,-0.353,-0.511,0.121,1.285,3.865,1.438,89.620,1.186
0.082,10.362,0.241,0.232,-10.130,9.035,9.173,0.137,9.005,9.066,7.116,20.306,5.055,0.028,0.406,-0.394,-0.966,-0.282,-0.527,0.157,0.361,4.972,1.172,103.479,2.085
0.106,9.975,0.191,-0.048,-10.023,8.918,9.024,0.106,8.951,8.884,7.212,20.609,4.083,0.037,0.483,-0.550,-0.740,-0.480,-0.218,0.043,0.374,4.675,1.201,64.497,1.080
0.082,10.841,0.232,0.481,-10.359,9.029,9.294,0.264,9.029,0.000,7.061,19.880,5.828,0.026,0.368,-0.284,-1.082,-0.151,-0.617,0.313,0.348,4.121,1.253,157.221,2.042
0.084,10.393,0.187,-0.476,-10.869,8.848,8.958,0.111,8.780,8.915,7.371,20.753,3.979,0.054,0.673,-0.519,-0.516,-0.585,0.103,0.033,0.299,-0.283,1.425,181.535,0.697
0.115,10.507,0.180,0.082,-10.426,9.030,9.189,0.159,9.016,9.044,7.132,20.371,4.431,0.044,0.390,-0.408,-0.944,-0.290,-0.458,0.195,0.575,5.365,1.275,123.710,0.831
0.105,10.538,0.181,-0.016,-10.554,9.032,9.251,0.219,9.059,9.005,6.947,20.548,5.264,0.061,0.319,-0.438,-1.188,-0.252,-0.714,0.222,0.904,4.097,1.347,72.589,0.803
0.105,10.253,0.188,0.181,-10.072,8.980,9.160,0.180,8.980,0.000,7.310,20.518,5.117,0.044,0.444,-0.336,-0.793,-0.242,-0.376,0.175,0.484,3.344,1.264,129.607,1.957
0.149,10.798,0.190,0.515,-10.283,8.959,9.127,0.168,8.900,9.019,7.093,20.181,5.369,0.065,0.549,-0.426,-0.901,-0.438,-0.315,0.148,1.307,4.069,1.331,189.881,1.400
0.077,10.042,0.167,-0.120,-10.162,8.947,9.042,0.095,8.973,8.921,7.161,20.358,4.074,0.026,0.453,-0.512,-0.831,-0.432,-0.368,0.031,0.380,5.644,1.199,70.849,1.213
0.079,10.025,0.199,-0.647,-10.672,8.987,9.024,0.037,8.972,9.003,7.156,21.298,4.140,0.055,0.454,-0.440,-0.876,-0.367,-0.536,-0.026,0.364,2.002,1.438,25.747,0.202
0.078,9.781,0.151,-0.685,-10.465,8.829,8.767,-0.062,8.844,8.814,7.140,20.761,3.393,0.042,0.612,-0.625,-0.694,-0.672,-0.242,-0.220,0.501,4.972,1.194,97.871,1.322
0.083,9.516,0.129,-0.512,-10.028,8.797,8.754,-0.043,8.787,8.808,7.200,20.808,3.494,0.033,0.668,-0.633,-0.596,-0.717,-0.079,-0.200,0.416,5.974,1.197,0.000,1.237
0.143,10.486,0.173,0.105,-10.382,8.951,9.027,0.076,8.967,8.935,7.196,20.980,4.687,0.073,0.462,-0.499,-0.796,-0.426,-0.353,0.016,0.681,4.944,1.269,122.712,0.903
0.121,10.074,0.183,0.087,-9.988,8.936,9.038,0.101,8.911,8.961,7.158,20.662,3.950,0.036,0.535,-0.475,-0.803,-0.477,-0.282,0.045,0.411,6.657,1.156,56.027,1.046
0.174,10.935,0.208,0.404,-10.530,9.061,9.199,0.138,9.131,8.992,7.663,20.390,4.830,0.073,0.185,-0.448,-0.622,-0.042,-0.339,0.240,0.797,4.872,1.328,146.226,2.082
0.085,10.095,0.302,-0.126,-10.221,9.022,9.183,0.161,9.089,8.955,7.254,20.047,4.246,0.036,0.265,-0.481,-0.852,-0.219,-0.441,0.192,0.613,6.362,1.231,78.371,1.485
0.175,10.061,0.207,0.219,-9.842,8.827,8.848,0.020,8.758,8.896,7.212,21.318,3.847,0.061,0.693,-0.537,-0.617,-0.662,-0.065,-0.109,0.230,4.860,1.197,135.078,0.828
0.102,10.184,0.249,0.038,-10.145,9.004,9.087,0.084,9.020,8.987,7.240,20.299,3.945,0.029,0.383,-0.452,-0.828,-0.296,-0.468,0.064,0.412,5.707,1.161,43.250,1.672
0.275,11.064,0.363,1.176,-9.888,9.065,9.239,0.173,9.065,0.000,7.277,20.499,4.830,0.031,0.308,-0.378,-0.855,-0.151,-0.427,0.277,0.400,5.246,1.177,115.453,1.611
0.105,10.555,0.201,0.522,-10.033,9.000,9.144,0.143,9.025,8.976,7.102,20.057,4.845,0.024,0.374,-0.462,-0.961,-0.319,-0.519,0.122,0.340,6.305,1.193,120.672,2.042
0.071,10.244,0.162,-0.359,-10.603,8.956,9.110,0.155,8.956,0.000,7.287,20.243,4.053,0.035,0.477,-0.377,-0.777,-0.312,-0.346,0.120,0.516,4.650,1.299,62.549,1.502
0.078,10.434,0.173,-0.557,-10.991,9.008,9.125,0.117,8.998,9.018,7.158,20.229,4.573,0.100,0.417,-0.428,-0.902,-0.316,-0.476,0.109,1.176,0.114,1.446,133.475,0.274
0.076,10.011,0.177,-0.504,-10.515,8.983,9.039,0.056,8.965,9.001,7.283,20.611,4.595,0.085,0.464,-0.441,-0.745,-0.370,-0.341,0.034,0.459,3.130,1.378,77.052,0.032
0.097,10.370,0.311,0.799,-9.571,8.957,9.099,0.142,8.981,8.932,7.122,19.575,4.802,0.016,0.441,-0.502,-0.882,-0.418,-0.362,0.102,0.258,5.985,1.133,64.323,1.599
0.090,10.617,0.190,-0.175,-10.792,9.019,9.185,0.166,9.019,0.000,7.104,20.223,4.927,0.065,0.385,-0.365,-1.005,-0.227,-0.629,0.150,0.843,1.826,1.400,125.040,1.299
0.077,9.859,0.206,-0.152,-10.011,8.838,8.918,0.079,8.800,8.876,7.040,20.368,3.919,0.025,0.655,-0.558,-0.804,-0.676,-0.195,-0.067,0.281,5.444,1.137,41.675,1.108
0.122,10.678,0.191,0.025,-10.654,9.026,9.201,0.174,9.026,0.000,7.333,20.215,4.743,0.072,0.373,-0.329,-0.800,-0.172,-0.403,0.226,0.905,3.180,1.398,98.571,0.968
0.124,10.307,0.181,0.209,-10.098,9.034,9.155,0.121,9.034,0.000,7.296,20.468,4.634,0.053,0.361,-0.385,-0.824,-0.198,-0.480,0.145,0.521,5.049,1.185,145.460,1.470
0.124,10.598,0.177,-0.017,-10.615,9.084,9.225,0.141,9.122,9.046,7.538,20.186,4.111,0.051,0.203,-0.406,-0.693,-0.043,-0.383,0.268,0.752,4.257,1.297,87.099,1.007
0.078,9.862,0.172,-0.775,-10.637,8.892,9.049,0.157,8.889,8.894,6.992,21.135,4.447,0.087,0.561,-0.540,-0.936,-0.562,-0.325,0.049,0.764,2.494,1.298,39.080,0.700
0.143,10.611,0.193,-0.005,-10.616,9.034,9.194,0.161,9.046,9.021,7.308,20.646,4.660,0.069,0.340,-0.425,-0.802,-0.227,-0.343,0.232,0.752,4.410,1.333,76.196,0.974
0.085,10.325,0.169,-0.660,-10.986,9.033,9.171,0.138,9.108,8.959,7.117,20.370,3.608,0.050,0.231,-0.477,-1.006,-0.192,-0.699,0.115,0.735,1.956,1.294,18.799,0.779
0.126,10.091,0.407,0.914,-9.177,8.527,8.585,0.058,8.518,8.536,7.774,20.241,3.481,0.011,0.844,-0.967,0.044,-0.959,0.777,-0.225,0.044,4.015,0.896,48.742,0.493
0.103,10.735,0.189,-0.107,-10.843,9.001,9.215,0.215,8.997,9.004,7.019,20.279,5.132,0.077,0.419,-0.438,-1.045,-0.345,-0.469,0.231,1.022,4.066,1.301,110.355,1.112
0.150,10.658,0.194,0.210,-10.449,8.906,9.174,0.268,8.906,0.000,6.973,20.635,5.225,0.085,0.541,-0.379,-1.066,-0.407,-0.492,0.168,0.699,5.458,1.285,23.965,0.931
0.152,9.813,0.342,0.399,-9.414,8.895,8.991,0.096,8.892,8.897,7.215,21.202,4.119,0.029,0.558,-0.536,-0.698,-0.534,-0.147,0.018,0.180,4.919,1.111,56.508,1.314
0.102,10.229,0.191,-0.437,-10.666,8.935,8.958,0.023,8.924,8.945,7.160,20.577,3.935,0.072,0.519,-0.489,-0.802,-0.476,-0.395,-0.069,0.798,4.416,1.323,104.458,0.981
0.084,10.394,0.187,0.086,-10.307,9.003,9.166,0.163,8.997,9.009,7.131,19.819,4.831,0.037,0.417,-0.434,-0.924,-0.329,-0.422,0.172,0.650,4.005,1.332,124.908,1.588
0.200,10.736,0.200,0.932,-9.804,8.968,9.101,0.133,8.969,8.966,7.154,20.297,4.474,0.033,0.458,-0.471,-0.859,-0.399,-0.352,0.107,0.300,6.736,1.145,135.318,1.734
0.160,10.983,0.194,0.852,-10.131,9.001,9.165,0.164,8.966,9.036,7.387,20.090,5.922,0.055,0.462,-0.414,-0.681,-0.322,-0.113,0.246,0.603,4.190,1.349,155.776,1.471
0.127,10.653,0.196,0.184,-10.469,9.035,9.236,0.201,9.035,0.000,7.067,20.580,5.680,0.088,0.359,-0.388,-1.043,-0.238,-0.568,0.236,1.003,4.059,1.452,112.568,1.144
